asset_id,name_clean,category_major,category_minor,artifact_nature,type,subtype,description,image_uri,size_class,placement,is_independent,need_combination,landmark_type,landmark_detail,poly_count,collision_x,collision_y,collision_z,caption_basic,caption_visual,caption_scene,labels_json,env_flags,missing_flags,scene_limit
01999,中式建筑04,静态模型,建筑,人工造物,建筑,,资产名:中式建筑04；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/01999.png,大尺寸物体,,,,,,1001,1428.76,1342.15,928.99,该资产完整名称为中式建筑04，属于人工造物。在分类上归属于静态模型下的建筑类别。从尺寸规格来看，该资产属于大尺寸物体。,该模型呈现Q版卡通的低多边形极简风格，采用哑光纯色材质，表面平整无纹理。屋顶为浅青色，墙面为浅橙色，搭配米白立柱。结构由前后相连的主副两栋建筑组成，带有中式坡屋顶特征，屋檐微翘，底部坐落于浅灰褐色的阶梯状基座上。,该建筑适用于室外场景，通常落地摆放于草地或石板路面上。在东方古典或仙侠主题中，可应用于古代城镇、门派驻地或村落等场景。作为民居或背景建筑，它常用于模拟经营游戏的场景搭建，作为物理阻挡物及视觉焦点，营造休闲国风氛围。,"[""中国风卡通"", ""Q版卡通"", ""低多边形"", ""休闲风"", ""极简风格"", ""室外场景"", ""古代城镇"", ""村落"", ""门派驻地"", ""庭院"", ""东方古典"", ""国风"", ""仙侠"", ""模拟经营"", ""场景搭建"", ""民居建筑"", ""背景建筑"", ""阻挡"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02000,中式建筑05,静态模型,建筑,人工造物,建筑,,资产名:中式建筑05；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02000.png,大尺寸物体,,,,,,1352,1722.83,1276.22,1388.37,该资产为名为“中式建筑05”的人工造物，在分类上属于静态模型下的建筑。作为一件大尺寸物体，它展示了完整的建筑结构。,该模型呈现Q版卡通与低多边形风格，表面为无纹理的哑光材质。建筑主体为两层楼阁，侧连单层敞轩。屋顶采用蓝紫色块面并带有白色屋脊线条，墙体为纯白色，搭配橙黄色的梁柱与窗框。建筑整体坐落于米白色方形基座上，基座正前方设有两级阶梯。,该建筑适用于室外场景，通常落地放置于平地或沙盘地图中。在东方古典或仙侠主题的模拟经营游戏中，可作为古代城镇、门派驻地或园林景观的核心设施。它常作为场景主体与视觉焦点，并在地图中起到阻挡路线的实际功能，营造浓郁的古风氛围。,"[""Q版卡通"", ""中国风卡通"", ""等距视角"", ""低多边形"", ""古代城镇"", ""沙盘地图"", ""门派驻地"", ""园林景观"", ""东方古典"", ""古风"", ""模拟经营"", ""仙侠"", ""功能建筑"", ""城镇设施"", ""场景主体"", ""视觉焦点"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02001,中式建筑06,静态模型,建筑,人工造物,建筑,,资产名:中式建筑06；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02001.png,大尺寸物体,,,,,,1159,1482.41,1342.15,1137.14,该资产名为“中式建筑06”，属于人工造物。在资产分类上归属于静态模型下的建筑类别。其整体尺寸规格为大尺寸物体。,该建筑呈现Q版国风卡通手绘风格。屋顶采用青绿色与深蓝色搭配的哑光瓦片材质，屋檐微翘。墙体为红棕色木质框架，配有透出暖黄光的米白色窗户。整体为两层主楼连接单层偏房的复合结构，底部设有浅灰色石质基座。表面处理平滑，色彩明快。,该建筑适用于室外环境，通常落地摆放于石板路或草地上。在东方古典与仙侠武侠主题游戏中，可广泛应用于古代城镇、繁华街市或门派驻地等场景。作为功能建筑或城镇地标，它能为玩家提供视觉焦点，并在关卡中起到空间阻挡的作用，丰富场景结构。,"[""国风卡通"", ""Q版卡通"", ""卡通渲染"", ""手绘风格"", ""古代城镇"", ""繁华街市"", ""宫廷寺庙"", ""门派驻地"", ""园林景观"", ""东方古典"", ""中国风"", ""国风二次元"", ""仙侠武侠"", ""场景搭建"", ""功能建筑"", ""视觉焦点"", ""空间阻挡"", ""城镇地标""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02002,中式建筑07,静态模型,建筑,人工造物,建筑,,资产名:中式建筑07；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02002.png,大尺寸物体,,,,,,730,1322.93,2163.68,1072.55,该资产为中式建筑07，属于人工造物。在分类上归属于静态模型下的建筑类别，是一个大尺寸物体。,该建筑模型呈现极简的Q版卡通风格。屋顶为浅蓝色坡屋顶，屋檐微翘。主体由原木色立柱和浅黄色方形基座构成，正面被立柱分隔出三个白色矩形墙面。整体材质呈现哑光质感，表面平滑无复杂纹理，以纯粹的色块拼接展现低多边形的视觉特征。,该建筑适用于室外场景，通常落地摆放于石板路或草地等地面上。作为国风卡通资产，它常用于搭建古代街道、中式庭院或仙侠门派驻地。在游戏中，它可作为背景建筑丰富画面，或作为空间阻挡物规划玩家路线，有效营造东方古典的氛围。,"[""中国风卡通"", ""Q版卡通"", ""低多边形"", ""极简风格"", ""古代街道"", ""中式庭院"", ""门派驻地"", ""乡村聚落"", ""东方古典"", ""国风卡通"", ""仙侠修真"", ""古代城镇"", ""场景搭建"", ""空间阻挡"", ""背景建筑"", ""功能建筑""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02003,中式建筑08,静态模型,建筑,人工造物,建筑,,资产名:中式建筑08；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02003.png,大尺寸物体,,,,,,1490,842.23,2941.35,1239.28,该资产为中式建筑08，属于人工造物。在分类上，它被归类为静态模型下的建筑。其尺寸规格为大尺寸物体。,该模型呈现中国风卡通与手绘贴图风格。主体为两层方形阁楼，底部设深红褐色基座。墙面呈橙红色，配有深褐色木质框架与斗拱。两层均覆有蓝色四坡屋顶，飞檐边缘带白色手绘高光线条。整体材质表现为哑光手绘纹理，采用Q版低多边形设计，无复杂反光细节。,该建筑适用于室外场景，常落地摆放于石板广场或草地环境中。在东方古典与仙侠修真主题游戏中，适合用于搭建古代城镇街景或门派驻地核心区。作为场景搭建的功能建筑，该模型可作为视觉焦点引导路线，其庞大体积也能作为遮挡物，阻挡视线与移动路径。,"[""中国风卡通"", ""手绘贴图"", ""Q版卡通"", ""低多边形"", ""古代城镇"", ""门派驻地"", ""寺庙道观"", ""皇家园林"", ""东方古典"", ""仙侠修真"", ""武侠江湖"", ""国风神话"", ""场景搭建"", ""阻挡"", ""功能建筑"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02004,中式建筑09,静态模型,建筑,人工造物,建筑,,资产名:中式建筑09；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02004.png,大尺寸物体,,,,,,1042,1398.19,1314.26,871.12,该资产完整名称为中式建筑09，属于人工造物。在资产分类上，它归属于静态模型下的建筑类别。其尺寸规格被定义为大尺寸物体。,该模型呈现中国风卡通与低多边形极简风格。屋顶采用浅青色哑光材质。墙体为纯白色平滑表面，镶嵌橙色木质框架。正门处设有突出门廊，由两根橙色立柱支撑。建筑坐落于灰色平滑石质台基上，正前方带有几级灰色石阶，整体表面无复杂纹理。,该建筑适用于室外场景，通常落地摆放于平地或草地环境中。在东方古典或仙侠修真主题游戏中，常用于构建宗派门派的大殿或古镇街道的官衙。在模拟经营玩法中，它可作为场景搭建的核心功能建筑或地标建筑，起到视觉焦点作用，同时也能作为地图中的阻挡物。,"[""中国风卡通"", ""Q版卡通"", ""低多边形"", ""极简风格"", ""古镇街道"", ""宗派门派"", ""城市聚落"", ""庭院庄园"", ""野外山林"", ""东方古典"", ""中式古风"", ""模拟经营"", ""仙侠修真"", ""日式和风"", ""场景搭建"", ""功能建筑"", ""阻挡"", ""视觉焦点"", ""地标建筑""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02005,中式建筑10,静态模型,建筑,人工造物,建筑,,资产名:中式建筑10；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02005.png,大尺寸物体,,,,,,1586,1618.67,2238.79,1086.82,该资产名为中式建筑10，属于人工造物。在分类上归为静态模型下的建筑类，是一个大尺寸物体。,该建筑呈现Q版卡通与低多边形的极简风格。屋顶为浅青色平滑哑光材质；墙体纯白，镶嵌明黄色网格状框架与立柱。正面设有突出门廊，下方连接浅灰色平滑基座与台阶。整体表面无复杂纹理，呈现干净纯色色块组合，结构对称，具有明显的几何体块感。,该建筑适用于室外场景，常落地摆放于草地或石板地面上。在东方古典或仙侠奇幻游戏中，可作为古代城镇的商铺、宗门大殿的偏殿或庭院庄园的核心建筑。在休闲模拟类游戏中，它能作为视觉焦点营造国风武侠氛围，其大尺寸体块也可作为玩家探索时的阻挡掩体。,"[""Q版卡通"", ""低多边形"", ""国风卡通"", ""极简风格"", ""古代城镇"", ""宗门大殿"", ""庭院庄园"", ""祭祀神庙"", ""东方古典"", ""国风武侠"", ""仙侠奇幻"", ""休闲模拟"", ""场景建筑"", ""视觉焦点"", ""功能建筑"", ""阻挡掩体""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02006,中式建筑11,静态模型,建筑,人工造物,建筑,,资产名:中式建筑11；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02006.png,大尺寸物体,,,,,,2220,1939.4,2682.78,1425.13,该资产名为中式建筑11，属于人工造物。在分类上归为静态模型下的建筑类别，是一个大尺寸物体。,该建筑呈现Q版卡通与低多边形手绘风格。主体建于灰色平滑台基上，墙面为米白色哑光材质。屋顶为青绿色重檐结构，边缘有米白包边。建筑由朱红色圆柱支撑，底层设同色门框。右侧连有带灰色石阶的平顶露台，整体色块分明，表面平滑无粗糙纹理。,该建筑适用于室外场景，通常落地摆放于草地或石板地面上。在东方古典或仙侠修真主题中，常用于构建古代城镇街区或宗门驻地的功能建筑。它能营造国风武侠氛围，作为园林庭院的视觉焦点，在模拟经营游戏中充当玩家建造设施，同时起到空间阻挡的作用。,"[""中国风卡通"", ""Q版卡通"", ""手绘风格"", ""低多边形"", ""古代城镇"", ""宗门驻地"", ""宫殿庙宇"", ""园林庭院"", ""东方古典"", ""仙侠修真"", ""国风武侠"", ""模拟经营"", ""场景建筑"", ""空间阻挡"", ""功能建筑"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02007,中式建筑12,静态模型,建筑,人工造物,建筑,,资产名:中式建筑12；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02007.png,大尺寸物体,,,,,,1568,713.4,906.33,685.56,该资产名为“中式建筑12”，属于人工造物。在分类上，它被归类为静态模型下的建筑类别。该资产的尺寸规格为大尺寸物体。,该资产呈现中国风卡通和低多边形视觉风格。建筑采用哑光平滑材质，屋顶为深灰色歇山顶结构，带有蓝灰色的屋脊和微翘飞檐。墙面和圆柱涂有红色，正面嵌有浅黄色的门窗。建筑底部坐落于蓝灰色的方形台基之上，正前方设有几级短小的台阶，整体造型简洁。,该建筑模型适用于室外场景，通常落地摆放于平地或石板路面上。在东方古典或古风武侠主题中，常用于古代城镇、宫廷庙宇或门派驻地等场景。在休闲经营游戏中，它可作为功能建筑或视觉焦点，营造古风氛围，同时也能作为地形阻挡物使用。,"[""中国风卡通"", ""Q版卡通"", ""休闲风"", ""低多边形"", ""古代城镇"", ""宫廷庙宇"", ""市井街道"", ""门派驻地"", ""庭院庄园"", ""东方古典"", ""古风武侠"", ""休闲经营"", ""仙侠神话"", ""场景建筑"", ""地形阻挡"", ""功能建筑"", ""视觉焦点"", ""氛围装饰""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02008,中式建筑13,静态模型,建筑,人工造物,建筑,,资产名:中式建筑13；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02008.png,大尺寸物体,,,,,,2422,1224.09,1541.72,963.87,该资产名称为中式建筑13，属于人工造物。在分类上，它被归类为静态模型下属的建筑子类。从尺寸规格来看，该资产属于大尺寸物体。,该模型呈现中国风Q版卡通与低多边形简约风格。结构为双层重檐殿宇，底部为带阶梯的浅灰色平滑石质台基。主体由红褐色哑光木质圆柱与墙体构成，屋顶覆盖淡黄色磨砂瓦面，边缘以灰蓝色脊线勾勒。整体比例经卡通化处理，表面无复杂纹理，呈现平整色块效果。,该建筑适用于室外场景，通常落地摆放于草地或石板地面上。在东方古典与仙侠修真主题游戏中，常被用作门派驻地的主殿或古代城镇的枢纽。作为场景地标，该模型能营造浓厚的古风氛围，同时其体积也可作为地形阻挡物，用于规划玩家路线。,"[""中国风卡通"", ""Q版卡通"", ""低多边形"", ""简约风格"", ""皇宫内院"", ""门派驻地"", ""古代城镇"", ""寺庙道观"", ""东方古典"", ""仙侠修真"", ""武侠江湖"", ""古风神话"", ""场景地标"", ""视觉焦点"", ""功能建筑"", ""氛围装饰"", ""地形阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02009,中式建筑14,静态模型,建筑,人工造物,建筑,,资产名:中式建筑14；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02009.png,大尺寸物体,,,,,,2674,1224.09,1541.72,1176.62,该资产完整名称为中式建筑14，属于人工造物。在资产分类上，它被归为静态模型下的建筑大类，其尺寸规格设定为大尺寸物体。,该建筑模型呈现中国风卡通与低多边形手绘风格。整体为三层重檐塔楼，橙黄色屋顶边缘以灰蓝色勾勒。主体由朱红色圆柱与墙体构成，带有白色网格窗棂图案。底部建于灰白色石质感台基上并设有台阶。模型表面平滑呈哑光状态，以纯色块表现为主，无复杂写实纹理，顶部设有灰蓝色宝顶。,该建筑适用于室外场景，通常落地摆放于石板广场或草地环境中。在东方古典或仙侠修真主题游戏中，可作为古代城镇的中心建筑或寺庙道观的塔楼。在关卡设计中，该模型常作为场景地标或视觉焦点引导玩家探索区域，其体积也可作为阻挡玩家移动的物理屏障。,"[""中国风卡通"", ""手绘风格"", ""Q版卡通"", ""低多边形"", ""古代城镇"", ""皇家宫殿"", ""寺庙道观"", ""园林景观"", ""名山大川"", ""东方古典"", ""仙侠修真"", ""武侠江湖"", ""国风神话"", ""视觉焦点"", ""场景地标"", ""背景建筑"", ""探索区域"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02010,中式建筑15,静态模型,建筑,人工造物,建筑,,资产名:中式建筑15；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02010.png,大尺寸物体,,,,,,414,1306.08,1448.71,759.83,该资产名为中式建筑15，属于人工造物。在分类上归为静态模型下的建筑类别，其尺寸规格为大尺寸物体。,该建筑模型呈现Q版卡通与极简风格，整体采用哑光纯色材质。建筑主体建于浅黄色的长方形底座上，四角由红色圆柱支撑，底部配有白色柱础。墙面为纯米黄色，无门窗细节。屋顶为浅黄色的简化四坡顶，顶部中央带有长方形凸起，整体造型对称。,该模型适用于室外场景，通常平地落地摆放于草地或泥土地面上。作为东方古典主题的建筑，它适合用于古代城镇、古风村落或休闲庭院等游戏场景。在模拟经营类游戏中，它可用于场景搭建或作为路径阻挡物，有效营造出轻松的中国风休闲世界氛围。,"[""Q版卡通"", ""中国风卡通"", ""极简风格"", ""低多边形"", ""古代城镇"", ""户外场景"", ""村落"", ""庭院"", ""中国风"", ""东方古典"", ""古风"", ""休闲世界"", ""场景搭建"", ""功能建筑"", ""氛围装饰"", ""阻挡"", ""模拟经营""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02011,中式建筑16,静态模型,建筑,人工造物,建筑,,资产名:中式建筑16；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02011.png,大尺寸物体,,,,,,892,908.21,964.61,1150.92,该资产为名为“中式建筑16”的人工造物，在分类上属于静态模型下的建筑类别，是一个大尺寸物体。,该建筑模型呈现Q版卡通与低多边形手绘风格。整体色彩明快，由明黄色的三层重檐屋顶、白色墙体、橙色承重柱以及淡紫色的三层方形台阶基座组成。材质表面平滑呈哑光质感，无复杂纹理。底层设有大门，二三层分布着白色方形窗户，整体比例圆润，结构层次分明。,该建筑适用于室外场景，通常落地摆放于平整地面或城建沙盘上。在东方古典主题游戏中，可作为古代城镇、宫廷皇城或宗门帮派的核心建筑与场景地标。其休闲明快的风格契合模拟经营游戏，能作为视觉焦点营造中国风氛围，并在地图中起到物理阻挡的作用。,"[""Q版卡通"", ""中国风卡通"", ""低多边形"", ""休闲明快"", ""手绘风格"", ""古代城镇"", ""宫廷皇城"", ""城建沙盘"", ""宗门帮派"", ""园林景观"", ""东方古典"", ""中国风"", ""古风武侠"", ""仙侠神话"", ""模拟经营"", ""场景地标"", ""视觉焦点"", ""核心建筑"", ""氛围装饰"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02012,中式建筑17,静态模型,建筑,人工造物,建筑,,资产名:中式建筑17；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/02012.png,中尺寸物体,,,,,,582,377.11,377.11,630.27,该资产名为中式建筑17，属于人工造物。在分类上，它是一件静态模型下的建筑类资产。其尺寸规格被定义为中尺寸物体。,该建筑呈现极简的Q版卡通手绘风格。色彩以米黄色墙体与橙红色屋顶为主，搭配灰蓝色的基座、腰线及屋檐。材质表现为平滑的哑光质感。结构分为上下两层，底层设深灰色梯形门洞，顶层带拱形窗洞。屋顶为简化的四坡顶，屋脊两端带有交叉的条状装饰。,该建筑适用于室外场景，常落地摆放于泥土地或草地等环境中。在模拟经营或仙侠武侠游戏中，可作为功能建筑应用于古代街道、沙盘地图及村落庭院等场景搭建。它能有效营造东方古典的城镇氛围，作为视觉焦点，同时在地图中起到空间阻挡与区域划分的作用。,"[""中国风卡通"", ""Q版卡通"", ""手绘风"", ""低多边形"", ""极简"", ""沙盘地图"", ""古代街道"", ""村落"", ""庭院"", ""野外山林"", ""中国风"", ""东方古典"", ""古代城镇"", ""模拟经营"", ""仙侠武侠"", ""功能建筑"", ""场景搭建"", ""氛围装饰"", ""阻挡"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02013,中式建筑18,静态模型,建筑,人工造物,建筑,,资产名:中式建筑18；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/02013.png,中尺寸物体,,,,,,580,94.56,99.83,174.47,该资产名为“中式建筑18”，属于人工造物。在资产分类上，它被归类为静态模型下的建筑类别。其尺寸规格被设定为中尺寸物体。,该资产呈现中国风Q版卡通与低多边形视觉风格。建筑顶部为深蓝色哑光瓦片屋顶，屋檐微翘，带有简化的条状纹理。主体为米白色平滑墙体，中段设有城垛结构，墙面点缀着零星的红棕色砖块纹理。底部由深灰色方形基座支撑。整体材质表现简洁，无复杂做旧痕迹。,该模型适用于室外场景，通常落地摆放于草地或石板地面上。在游戏中，它常被用作古代城镇、武侠门派或边关要塞等场景的防御工事。结合其Q版卡通风格，该资产适合作为休闲游戏中的区域阻挡物或边界限制，用于划分地图区域，并营造东方古典的城池氛围。,"[""中国风卡通"", ""Q版卡通"", ""低多边形"", ""休闲风格"", ""古代城镇"", ""城墙防御"", ""关卡边界"", ""庭院外围"", ""中国风"", ""东方古典"", ""古代城池"", ""武侠仙侠"", ""场景搭建"", ""区域阻挡"", ""边界限制"", ""氛围装饰"", ""防御工事""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02014,中式建筑19,静态模型,建筑,人工造物,建筑,,资产名:中式建筑19；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/02014.png,大尺寸物体,,,,,,1004,738.57,738.57,1298.62,该资产为名为“中式建筑19”的人工造物，在分类上属于静态模型下的建筑类别，整体呈现为大尺寸物体的规格。,该模型采用低多边形与Q版卡通的极简风格，表面为哑光纯色材质。色彩以米白色塔身为主，由浅棕色边框勾勒。底部为浅棕色方形底座，高挑的方形塔身上部设有一圈带齿状城垛的平台。平台上方为浅棕色屋檐，最顶部矗立着蓝绿色四棱锥尖顶，结构清晰。,该模型适用于室外场景，通常落地摆放于草地或石板地面。在模拟经营游戏中，常作为东方古典或童话世界主题的地标建筑，放置于城镇中心或庭院景观中营造卡通氛围。此外，它也可布置在城墙周边或野外山林作为防御塔，利用其结构起到场景阻挡的作用。,"[""低多边形"", ""Q版卡通"", ""极简风格"", ""城镇中心"", ""城墙周边"", ""庭院景观"", ""野外山林"", ""东方古典"", ""模拟经营"", ""休闲益智"", ""童话世界"", ""氛围装饰"", ""地标建筑"", ""防御塔"", ""场景阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02015,中式建筑中级地板01,静态模型,建筑,人工造物,地块,,资产名:中式建筑中级地板01；主分类:静态模型；子分类:建筑；类型:地块；造物性质:人工造物；尺寸等级:中尺寸物体,images/02015.png,中尺寸物体,,,,,,12,300.0,300.0,30.0,该资产为“中式建筑中级地板01”，属于人工造物。在分类上，它是一件静态模型下的建筑类地块资产。其尺寸规格被定义为中尺寸物体。,该地块呈现浅青色调，表面具有类似釉面陶瓷或打磨玉石的光滑质感，带有轻微反光。视觉风格采用极简的Q版卡通设计。结构上，整体为扁平正方形，表面通过十字形凹槽缝隙均匀分割成四个小方块，地砖边缘均做了圆润的倒角处理，无复杂纹理，造型简洁。,该资产适用于室内外场景，通常以平铺嵌入的方式铺设于人工地坪或泥土地基上。作为地面铺装和地形拼接的基础模块，它非常适合用于搭建中式庭院、仙侠道观或城镇街道等游戏场景。其Q版国风的主题能够为场景提供平整的行走区域，同时营造出轻松休闲的东方古典氛围。,"[""Q版卡通"", ""中国风卡通"", ""休闲卡通"", ""极简"", ""中式庭院"", ""室内地坪"", ""园林步道"", ""城镇街道"", ""中式古风"", ""东方古典"", ""Q版国风"", ""仙侠修真"", ""地面铺装"", ""地形拼接"", ""场景搭建"", ""行走区域""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02017,中式建筑中级地板03,静态模型,建筑,人工造物,地块,,资产名:中式建筑中级地板03；主分类:静态模型；子分类:建筑；类型:地块；造物性质:人工造物；尺寸等级:小尺寸物体,images/02017.png,小尺寸物体,,,,,,18,60.0,60.0,30.0,该资产为“中式建筑中级地板03”，属于人工造物。在分类上，它被归类为静态模型下的建筑类地块。其尺寸规格被定义为小尺寸物体。,该资产呈现极简的Q版卡通风格，采用纯色渲染。颜色以浅青色为主，材质为光滑的哑光表面，无复杂纹理。结构上为双层方形地块，下层是较厚的圆角方块底座；上层微微内缩，带有一圈凸起的白色方形边框，内部为灰蓝色平面。整体边缘均经过圆滑处理，几何特征清晰。,该地块适用于室内地面或室外庭院，通常平铺放置于网格地图中。在模拟经营或休闲建造游戏中，它用于地面铺设与地形拼接。具体可应用于东方古典主题的客栈大堂、茶馆庭院等游戏场景，作为建筑基础，通过多地块拼接搭建完整的活动区域，满足场景搭建的功能需求。,"[""Q版卡通"", ""极简风格"", ""纯色渲染"", ""休闲卡通"", ""室内地面"", ""室外庭院"", ""建筑基础"", ""网格地图"", ""中式古风"", ""东方古典"", ""模拟经营"", ""休闲建造"", ""地面铺设"", ""地形拼接"", ""基础地块"", ""场景搭建""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02019,中式建筑中级墙01,静态模型,建筑,人工造物,建筑,,资产名:中式建筑中级墙01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/02019.png,中尺寸物体,,,,,,92,30.0,150.0,300.0,该资产为中式建筑中级墙01，属于人工造物。在分类上归为静态模型下的建筑类，是一个中尺寸物体。,该资产整体呈现Q版卡通与手绘风格。主体为米白色的垂直立柱状墙体，表面呈现哑光平滑的涂料质感，边缘处理圆润。结构上分为多段，顶部设有深棕色盖板与黄色装饰垫层，中部带有一道浅砖红色的横向凸起腰线，底部配有深红棕色的加宽基座。,该资产适用于室内外场景，常垂直落地摆放于石板路或泥土地面上。作为建筑结构的拼接组件，它主要起到空间划分与阻挡的作用。在东方古典或休闲经营主题的游戏中，常用于构建庭院园林的回廊、古镇村落的街道外墙或客栈内部的隔断，有效营造出国风场景氛围。,"[""中国风卡通"", ""Q版卡通"", ""休闲卡通"", ""手绘风"", ""庭院园林"", ""建筑外墙"", ""古镇村落"", ""城镇街道"", ""室内空间"", ""东方古典"", ""国风"", ""古风"", ""休闲经营"", ""拼接组件"", ""建筑结构"", ""空间划分"", ""阻挡"", ""支撑""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
